competition,date,match,team,pos,pos_role,player,rater,is_human,original_rating,goals,assists,shots_ontarget,shots_offtarget,shotsblocked,chances2score,drib_success,drib_unsuccess,keypasses,touches,passes_acc,passes_inacc,crosses_acc,crosses_inacc,lballs_acc,lballs_inacc,grduels_w,grduels_l,aerials_w,aerials_l,poss_lost,fouls,wasfouled,clearances,stop_shots,interceptions,tackles,dribbled_past,tballs_acc,tballs_inacc,ycards,rcards,dangmistakes,countattack,offsides,goals_ag_otb,goals_ag_itb,saves_itb,saves_otb,saved_pen,missed_penalties,owngoals,degree_centrality,betweenness_centrality,closeness_centrality,flow_centrality,flow_success,betweenness2goals,win,lost,is_home_team,minutesPlayed,game_duration
"Premier League 2017-18,19/08/2017,""Burnley - West Bromwich Albion, 0 - 1"",West Bromwich Albion,GK,GK,Ben Foster,WhoScored,0,6.6,0,0,0,0,0,0,0,0,0,17,7,6,0,0,6,6,0,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.384615385,0.110360713,0.489878543,0.1,0,0,1,0,0,90,90"
"Premier League 2017-18,19/08/2017,""Burnley - West Bromwich Albion, 0 - 1"",West Bromwich Albion,Sub,Sub,Salomon Rondon,WhoScored,0,6.23,0,0,0,0,0,0,1,1,0,7,3,0,0,0,0,0,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0.051681138,0.423076923,0.08,0,0,1,0,0,4,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,DF,DC,Timothy Fosu-Mensah,WhoScored,0,7.21,0,0,0,0,0,0,2,0,0,35,17,6,0,0,5,5,4,2,0,2,9,1,0,4,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866666667,0.164647636,0.502564103,0.25862069,1.597120155,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,DF,DC,Timothy Fosu-Mensah,SkySports,1,6,0,0,0,0,0,0,2,0,0,35,17,6,0,0,5,5,4,2,0,2,9,1,0,4,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866666667,0.164647636,0.502564103,0.25862069,1.597120155,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,MC,Ruben Loftus-Cheek,WhoScored,0,7.45,0,0,0,0,0,0,1,0,2,36,17,3,0,0,2,1,7,8,2,0,5,0,4,3,0,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.933333333,0.294064488,0.544444444,0.25862069,0.986603134,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,MC,Ruben Loftus-Cheek,SkySports,1,7,0,0,0,0,0,0,1,0,2,36,17,3,0,0,2,1,7,8,2,0,5,0,4,3,0,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.933333333,0.294064488,0.544444444,0.25862069,0.986603134,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,MC,Jason Puncheon,WhoScored,0,6.25,0,0,1,0,0,1,0,0,1,27,17,4,1,2,2,1,1,4,1,2,8,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1.133333333,0.289106842,0.725925926,0.379310345,0.857915771,0,0,1,0,73,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,MC,Jason Puncheon,SkySports,1,6,0,0,1,0,0,1,0,0,1,27,17,4,1,2,2,1,1,4,1,2,8,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1.133333333,0.289106842,0.725925926,0.379310345,0.857915771,0,0,1,0,73,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,DF,DC,James Tomkins,WhoScored,0,6.88,0,0,0,1,0,1,0,0,0,31,16,3,0,0,5,2,2,3,2,2,5,1,1,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.340867241,0.522666667,0.25862069,0.758632073,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,DF,DC,James Tomkins,SkySports,1,6,0,0,0,1,0,1,0,0,0,31,16,3,0,0,5,2,2,3,2,2,5,1,1,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.340867241,0.522666667,0.25862069,0.758632073,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,FW,FW,Andros Townsend,WhoScored,0,6.2,0,0,0,0,0,0,1,1,0,28,16,4,0,1,1,0,2,5,0,0,8,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.933333333,0.22059495,0.687719298,0.327586207,0.578480192,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,FW,FW,Andros Townsend,SkySports,1,6,0,0,0,0,0,0,1,1,0,28,16,4,0,1,1,0,2,5,0,0,8,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.933333333,0.22059495,0.687719298,0.327586207,0.578480192,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,DMR,Joel Ward,WhoScored,0,6.24,0,0,0,0,0,0,0,1,0,51,13,9,1,2,3,6,0,6,2,0,18,1,1,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.17264778,0.622222222,0.293103448,0.552535154,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,DMR,Joel Ward,SkySports,1,6,0,0,0,0,0,0,0,1,0,51,13,9,1,2,3,6,0,6,2,0,18,1,1,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.17264778,0.622222222,0.293103448,0.552535154,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,DML,Patrick van Aanholt,WhoScored,0,7.02,0,0,0,0,0,0,0,0,0,35,11,6,0,2,2,2,4,2,1,0,13,1,1,4,2,9,3,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0.866666667,0.348368403,0.593939394,0.310344828,0.464418286,0,0,1,0,84,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,DML,Patrick van Aanholt,SkySports,1,6,0,0,0,0,0,0,0,0,0,35,11,6,0,2,2,2,4,2,1,0,13,1,1,4,2,9,3,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0.866666667,0.348368403,0.593939394,0.310344828,0.464418286,0,0,1,0,84,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,MC,Luka Milivojevic,WhoScored,0,5.62,0,0,0,0,0,0,0,0,0,38,26,3,0,0,2,1,4,5,0,0,5,1,0,0,1,2,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.24969369,0.593939394,0.362068966,0.411084642,0,0,1,0,77,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,MF,MC,Luka Milivojevic,SkySports,1,5,0,0,0,0,0,0,0,0,0,38,26,3,0,0,2,1,4,5,0,0,5,1,0,0,1,2,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.24969369,0.593939394,0.362068966,0.411084642,0,0,1,0,77,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,FW,FW,Christian Benteke,WhoScored,0,5.72,0,0,0,1,0,1,0,0,0,24,4,4,0,0,0,0,6,3,7,11,8,5,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.8,0.187325126,0.544444444,0.25862069,0.289240099,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,FW,FW,Christian Benteke,SkySports,1,5,0,0,0,1,0,1,0,0,0,24,4,4,0,0,0,0,6,3,7,11,8,5,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.8,0.187325126,0.544444444,0.25862069,0.289240099,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,DF,DC,Scott Dann,WhoScored,0,7.01,0,0,0,0,0,0,0,0,0,37,20,7,0,0,9,3,2,1,1,3,10,1,0,7,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.355615783,0.544444444,0.344827586,0,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,DF,DC,Scott Dann,SkySports,1,6,0,0,0,0,0,0,0,0,0,37,20,7,0,0,9,3,2,1,1,3,10,1,0,7,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.355615783,0.544444444,0.344827586,0,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,GK,GK,Wayne Hennessey,WhoScored,0,8.98,0,0,0,0,0,0,0,0,0,48,22,9,0,0,20,8,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,8,0,0,0,0.733333333,0.15118579,0.568115942,0.206896552,0,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,GK,GK,Wayne Hennessey,SkySports,1,8,0,0,0,0,0,0,0,0,0,48,22,9,0,0,20,8,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,8,0,0,0,0.733333333,0.15118579,0.568115942,0.206896552,0,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,Sub,Sub,Sullay Kaikai,WhoScored,0,6.42,0,0,0,0,0,0,1,0,0,14,4,2,0,3,0,2,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333,0.127464371,0.593939394,0.103448276,0,0,0,1,0,13,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,Sub,Sub,Sullay Kaikai,SkySports,1,6,0,0,0,0,0,0,1,0,0,14,4,2,0,3,0,2,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333,0.127464371,0.593939394,0.103448276,0,0,0,1,0,13,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,Sub,Sub,James McArthur,WhoScored,0,6.3,0,0,0,0,0,0,0,1,0,9,3,2,0,0,0,1,2,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.353153153,0.068965517,0,0,0,1,0,17,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,Sub,Sub,James McArthur,SkySports,1,6,0,0,0,0,0,0,0,1,0,9,3,2,0,0,0,1,2,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.353153153,0.068965517,0,0,0,1,0,17,90"
"Premier League 2017-18,19/08/2017,""Liverpool - Crystal Palace, 1 - 0"",Crystal Palace,Sub,Sub,Jeffrey Schlupp,WhoScored,0,6.14,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0.362962963,0.017241379,0,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,DF,DC,Shkodran Mustafi,SkySports,1,6,0,0,0,1,0,1,0,0,1,98,76,10,2,2,4,5,3,1,2,3,14,0,0,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1.571428571,0.246243361,0.754464286,0.520408163,1.966823898,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,DF,DC,Shkodran Mustafi,WhoScored,0,6.73,0,0,0,1,0,1,0,0,1,98,76,10,2,2,4,5,3,1,2,3,14,0,0,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1.571428571,0.246243361,0.754464286,0.520408163,1.966823898,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,DMR,Alex Oxlade-Chamberlain,SkySports,1,6,0,0,0,3,2,1,5,0,2,94,42,8,5,5,4,3,8,5,1,3,19,0,0,0,1,4,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,1.571428571,0.283934475,0.710084034,0.489795918,1.820115787,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,DMR,Alex Oxlade-Chamberlain,WhoScored,0,8.21,0,0,0,3,2,1,5,0,2,94,42,8,5,5,4,3,8,5,1,3,19,0,0,0,1,4,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,1.571428571,0.283934475,0.710084034,0.489795918,1.820115787,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,DML,Hector Bellerin,SkySports,1,6,0,0,1,1,0,1,0,0,0,80,48,6,0,1,0,0,5,6,4,5,12,1,1,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.571428571,0.175839916,0.754464286,0.530612245,1.780270096,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,DML,Hector Bellerin,WhoScored,0,6.18,0,0,1,1,0,1,0,0,0,80,48,6,0,1,0,0,5,6,4,5,12,1,1,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.571428571,0.175839916,0.754464286,0.530612245,1.780270096,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,DF,DC,Nacho Monreal,SkySports,1,5,0,0,0,0,0,0,0,0,1,86,74,2,1,1,2,0,0,0,2,1,5,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.164341446,0.754464286,0.489795918,1.750689393,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,DF,DC,Nacho Monreal,WhoScored,0,6.56,0,0,0,0,0,0,0,0,1,86,74,2,1,1,2,0,0,0,2,1,5,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.164341446,0.754464286,0.489795918,1.750689393,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,DF,DC,Sead Kolasinac,SkySports,1,6,0,0,0,0,0,0,1,0,0,62,51,2,0,0,2,1,1,3,2,1,4,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214285714,0.089331489,0.670634921,0.316326531,1.734016162,0,0,1,0,66,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,DF,DC,Sead Kolasinac,WhoScored,0,6.31,0,0,0,0,0,0,1,0,0,62,51,2,0,0,2,1,1,3,2,1,4,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214285714,0.089331489,0.670634921,0.316326531,1.734016162,0,0,1,0,66,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,MC,Aaron Ramsey,SkySports,1,7,0,0,2,2,2,2,3,1,0,100,67,7,3,3,3,2,11,3,0,0,14,2,2,0,0,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.253842784,0.862244898,0.581632653,1.40943305,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,MC,Aaron Ramsey,WhoScored,0,7.22,0,0,2,2,2,2,3,1,0,100,67,7,3,3,3,2,11,3,0,0,14,2,2,0,0,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.253842784,0.862244898,0.581632653,1.40943305,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,MC,Granit Xhaka,SkySports,1,6,0,0,1,1,1,1,0,0,0,113,89,14,0,1,4,9,0,5,2,0,18,1,0,0,0,3,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0.193311091,0.804761905,0.551020408,1.170546093,0,0,1,0,79,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,MC,Granit Xhaka,WhoScored,0,6.51,0,0,1,1,1,1,0,0,0,113,89,14,0,1,4,9,0,5,2,0,18,1,0,0,0,3,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0.193311091,0.804761905,0.551020408,1.170546093,0,0,1,0,79,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,AMC,Mesut Ozil,SkySports,1,6,0,0,0,2,1,1,2,1,3,109,93,7,1,0,3,2,4,1,0,1,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.642857143,0.177395395,0.804761905,0.612244898,1.128720018,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,AMC,Mesut Ozil,WhoScored,0,7.18,0,0,0,2,1,1,2,1,3,109,93,7,1,0,3,2,4,1,0,1,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.642857143,0.177395395,0.804761905,0.612244898,1.128720018,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,AMC,Danny Welbeck,SkySports,1,7,0,0,2,1,0,3,1,1,0,38,20,4,0,0,0,0,6,0,1,1,7,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.163843169,0.670634921,0.244897959,1.119690255,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,MF,AMC,Danny Welbeck,WhoScored,0,6.31,0,0,2,1,0,3,1,1,0,38,20,4,0,0,0,0,6,0,1,1,7,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.163843169,0.670634921,0.244897959,1.119690255,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,FW,FW,Alexandre Lacazette,SkySports,1,6,0,0,0,0,0,0,0,0,0,42,27,9,0,1,1,3,4,3,0,3,10,2,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1.071428571,0.121288433,0.670634921,0.275510204,0.433860142,0,0,1,0,78,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,FW,FW,Alexandre Lacazette,WhoScored,0,5.84,0,0,0,0,0,0,0,0,0,42,27,9,0,1,1,3,4,3,0,3,10,2,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1.071428571,0.121288433,0.670634921,0.275510204,0.433860142,0,0,1,0,78,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,Sub,Sub,Olivier Giroud,SkySports,1,6,0,0,0,1,0,1,0,0,1,9,1,2,2,0,0,1,1,2,2,2,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.065704726,0.635338346,0.071428571,0.285714286,0,0,1,0,24,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,Sub,Sub,Olivier Giroud,WhoScored,0,6.35,0,0,0,1,0,1,0,0,1,9,1,2,2,0,0,1,1,2,2,2,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.065704726,0.635338346,0.071428571,0.285714286,0,0,1,0,24,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,GK,GK,Petr Cech,SkySports,1,6,0,0,0,0,0,0,0,0,0,22,11,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0.714285714,0.023440371,0.50297619,0.224489796,0,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,GK,GK,Petr Cech,WhoScored,0,6.95,0,0,0,0,0,0,0,0,0,22,11,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0.714285714,0.023440371,0.50297619,0.224489796,0,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,Sub,Sub,Alex Iwobi,WhoScored,0,6.2,0,0,0,0,0,0,0,0,0,23,21,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0.114634314,0.635338346,0.112244898,0,0,0,1,0,11,90"
"Premier League 2017-18,19/08/2017,""Stoke - Arsenal, 1 - 0"",Arsenal,Sub,Sub,Theo Walcott,WhoScored,0,5.96,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,0.033149676,0.50297619,0.030612245,0,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,MF,AMR,Michail Antonio,WhoScored,0,7.85,0,0,3,2,0,5,1,0,1,32,5,3,0,0,0,1,8,7,6,3,10,1,1,0,0,1,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0.785714286,0.133336604,0.548701299,0.278688525,2.258226925,0,0,1,0,68,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,MF,AMR,Michail Antonio,SkySports,1,8,0,0,3,2,0,5,1,0,1,32,5,3,0,0,0,1,8,7,6,3,10,1,1,0,0,1,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0.785714286,0.133336604,0.548701299,0.278688525,2.258226925,0,0,1,0,68,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,DF,DL,Aaron Cresswell,WhoScored,0,6.65,0,0,0,0,0,0,0,0,3,41,15,6,3,3,4,4,4,1,0,0,13,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.290347056,0.635338346,0.360655738,2.079831577,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,MF,AML,Marko Arnautovic,WhoScored,0,5.36,0,0,1,1,0,2,0,0,1,18,9,2,0,1,1,1,4,2,0,1,4,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.785714286,0.16412239,0.574829932,0.163934426,1.692251311,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,MF,AML,Marko Arnautovic,SkySports,1,4,0,0,1,1,0,2,0,0,1,18,9,2,0,1,1,1,4,2,0,1,4,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.785714286,0.16412239,0.574829932,0.163934426,1.692251311,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,MF,DMC,Mark Noble,WhoScored,0,6.6,0,0,0,1,1,0,1,0,1,52,36,4,4,0,9,0,4,4,0,1,6,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.496764782,0.804761905,0.508196721,1.588411273,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,MF,DMC,Mark Noble,SkySports,1,5,0,0,0,1,1,0,1,0,1,52,36,4,4,0,9,0,4,4,0,1,6,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.496764782,0.804761905,0.508196721,1.588411273,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,DF,DC,Jose Fonte,WhoScored,0,6.31,0,0,0,2,0,2,0,0,0,39,20,7,0,0,2,5,0,3,5,1,8,2,0,1,2,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0.132795881,0.50297619,0.344262295,1.167126267,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,DF,DC,Jose Fonte,SkySports,1,5,0,0,0,2,0,2,0,0,0,39,20,7,0,0,2,5,0,3,5,1,8,2,0,1,2,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0.132795881,0.50297619,0.344262295,1.167126267,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,MF,DMC,Declan Rice,WhoScored,0,6.5,0,0,0,0,0,0,0,1,0,32,23,2,0,0,0,0,2,4,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.928571429,0.145308637,0.603571429,0.360655738,0.864095729,0,0,1,0,76,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,MF,DMC,Declan Rice,SkySports,1,6,0,0,0,0,0,0,0,1,0,32,23,2,0,0,0,0,2,4,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.928571429,0.145308637,0.603571429,0.360655738,0.864095729,0,0,1,0,76,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,DF,DR,Pablo Zabaleta,WhoScored,0,6.63,0,0,0,0,0,0,0,0,1,50,23,7,1,0,3,4,5,5,3,1,10,2,2,4,0,6,4,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0.224657424,0.603571429,0.327868852,0.857335745,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,DF,DR,Pablo Zabaleta,SkySports,1,5,0,0,0,0,0,0,0,0,1,50,23,7,1,0,3,4,5,5,3,1,10,2,2,4,0,6,4,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0.224657424,0.603571429,0.327868852,0.857335745,0,0,1,0,90,90"
"Premier League 2017-18,19/08/2017,""Southampton - West Ham, 3 - 2"",West Ham,FW,FW,Chicharito,WhoScored,0,8.44,2,0,2,1,0,1,0,2,3,32,10,5,4,0,1,1,5,5,1,1,10,1,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214285714,0.281168042,0.635338346,0.295081967,0.759255254,0,0,1,0,90,90"
